Using database connection: sec_user@localhost:5432/sec_data
         56963 function calls (55375 primitive calls) in 0.674 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 psycopg2.py:706(_psycopg2_extras)
       20    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
       12    0.000    0.000    0.000    0.000 _parser.py:166(__setitem__)
        1    0.000    0.000    0.000    0.000 typing.py:168(_type_check)
        6    0.000    0.000    0.000    0.000 default.py:1636(executemany)
        6    0.000    0.000    0.000    0.000 generic.py:37(_check)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        1    0.000    0.000    0.000    0.000 url.py:797(translate_connect_args)
        2    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        2    0.000    0.000    0.000    0.000 events.py:61(_accept_with)
        1    0.000    0.000    0.000    0.000 attr.py:425(_memoized_attr__exec_once_mutex)
        9    0.000    0.000    0.000    0.000 relationships.py:1644(mapper)
        1    0.000    0.000    0.000    0.000 weakref.py:105(remove)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
       18    0.000    0.000    0.000    0.000 _collections.py:448(to_column_set)
       16    0.000    0.000    0.000    0.000 relationships.py:1574(_check_sync_backref)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
       20    0.000    0.000    0.000    0.000 process.py:37(current_process)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 parse.py:891(quote_from_bytes)
        4    0.000    0.000    0.000    0.000 __init__.py:34(using_copy_on_write)
        3    0.000    0.000    0.000    0.000 base.py:728(_get_plugin_class_for_plugin)
       17    0.000    0.000    0.000    0.000 mapper.py:3351(common_parent)
       18    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       11    0.000    0.000    0.000    0.000 queue.py:251(_put)
       10    0.000    0.000    0.000    0.000 type_api.py:541(_has_column_expression)
        1    0.000    0.000    0.000    0.000 instrumentation.py:346(_state_constructor)
        1    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        8    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        3    0.000    0.000    0.000    0.000 blocks.py:2747(get_block_type)
       12    0.000    0.000    0.000    0.000 _collections.py:341(__init__)
       14    0.000    0.000    0.000    0.000 base.py:1890(<genexpr>)
       23    0.000    0.000    0.000    0.000 selectable.py:879(columns)
        3    0.000    0.000    0.000    0.000 generic.py:6303(__getattr__)
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        6    0.000    0.000    0.000    0.000 attr.py:386(__iter__)
        4    0.000    0.000    0.000    0.000 base.py:844(__init__)
       10    0.000    0.000    0.000    0.000 _typing.py:371(has_schema_attr)
        1    0.000    0.000    0.000    0.000 base.py:258(<listcomp>)
       11    0.000    0.000    0.000    0.000 interfaces.py:1013(_memoized_attr__wildcard_token)
        2    0.000    0.000    0.000    0.000 identity.py:43(__init__)
        3    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:113(__subclasshook__)
        9    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       22    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.000    0.000 langhelpers.py:1517(duck_type_collection)
        4    0.000    0.000    0.000    0.000 langhelpers.py:1665(__get__)
        1    0.000    0.000    0.000    0.000 base.py:187(_join)
        3    0.000    0.000    0.000    0.000 sqltypes.py:356(_resolve_for_literal)
       11    0.000    0.000    0.000    0.000 path_registry.py:731(mapper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1209(_handle_fromlist)
        6    0.000    0.000    0.000    0.000 base.py:7659(ensure_index)
       10    0.000    0.000    0.000    0.000 coercions.py:1018(_implicit_coercions)
       11    0.000    0.000    0.000    0.000 selectable.py:1528(<lambda>)
        1    0.000    0.000    0.000    0.000 mapper.py:2656(_should_select_with_poly_adapter)
       15    0.000    0.000    0.000    0.000 {method 'intersection' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 enum.py:192(__get__)
        8    0.000    0.000    0.000    0.000 _collections.py:300(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:535(difference_update_query)
        2    0.000    0.000    0.000    0.000 type_api.py:888(_unwrapped_dialect_impl)
        3    0.000    0.000    0.000    0.000 construction.py:732(_sanitize_str_dtypes)
        1    0.000    0.000    0.000    0.000 common.py:1385(_is_dtype)
        1    0.000    0.000    0.000    0.000 base.py:1086(_begin_impl)
        4    0.000    0.000    0.000    0.000 path_registry.py:168(get)
        1    0.000    0.000    0.000    0.000 models.py:334(__init__)
       20    0.000    0.000    0.000    0.000 process.py:189(name)
       18    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 parse.py:633(unquote)
        6    0.000    0.000    0.000    0.000 common.py:1600(<genexpr>)
       31    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 common.py:372(apply_if_callable)
        8    0.000    0.000    0.000    0.000 mapper.py:2513(get_property)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
        5    0.000    0.000    0.000    0.000 range.py:999(__len__)
        1    0.000    0.000    0.000    0.000 parse.py:494(urlunsplit)
        1    0.000    0.000    0.000    0.000 compiler.py:697(lint)
        1    0.000    0.000    0.000    0.000 context.py:226(_init_global_attributes)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 selectable.py:4888(<listcomp>)
       12    0.000    0.000    0.000    0.000 mapper.py:3385(iterate_to_root)
        6    0.000    0.000    0.000    0.000 client.py:1008(_output)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       24    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       33    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base.py:397(ensure_np_dtype)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        3    0.000    0.000    0.000    0.000 result.py:541(<listcomp>)
        3    0.000    0.000    0.000    0.000 result.py:1711(__init__)
        1    0.000    0.000    0.000    0.000 response.py:126(flush)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:156(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections.py:132(coerce_to_immutabledict)
        1    0.000    0.000    0.000    0.000 ssl.py:724(verify_flags)
       11    0.000    0.000    0.000    0.000 interfaces.py:1018(_memoized_attr__default_path_loader_key)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        2    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
        3    0.000    0.000    0.000    0.000 flags.py:51(__init__)
        3    0.000    0.000    0.000    0.000 strategies.py:1163(create_row_processor)
       11    0.000    0.000    0.000    0.000 path_registry.py:383(_getitem)
        1    0.000    0.000    0.000    0.000 response.py:1121(closed)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       14    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        9    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 construction.py:416(extract_array)
        1    0.000    0.000    0.000    0.000 managers.py:1721(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:240(_from_objects)
        1    0.000    0.000    0.000    0.000 default.py:502(get_dialect_pool_class)
       10    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.000    0.000 _compiler.py:386(<listcomp>)
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        3    0.000    0.000    0.000    0.000 sqltypes.py:231(_resolve_for_literal)
        3    0.000    0.000    0.000    0.000 flags.py:87(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 in_memory_bucket.py:28(put)
        1    0.000    0.000    0.000    0.000 _collections.py:505(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:505(detach)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1791(parse_user_argument_for_enum)
        3    0.000    0.000    0.000    0.000 result.py:276(<listcomp>)
        9    0.000    0.000    0.000    0.000 relationships.py:3133(<listcomp>)
        2    0.000    0.000    0.000    0.000 cookies.py:358(update)
        1    0.000    0.000    0.000    0.000 limiter.py:54(wrap_sync)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:1006(addgroup)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 models.py:999(raise_for_status)
        2    0.000    0.000    0.000    0.000 langhelpers.py:262(method_is_overridden)
        3    0.000    0.000    0.000    0.000 log.py:69(_qual_logger_name_for_cls)
        1    0.000    0.000    0.000    0.000 mapper.py:2055(_prop_set)
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 _parser.py:79(groups)
        9    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        3    0.000    0.000    0.000    0.000 config.py:617(_select_options)
        1    0.000    0.000    0.000    0.000 base.py:818(get_connection)
        1    0.000    0.000    0.000    0.000 log.py:101(_should_log_debug)
        1    0.000    0.000    0.000    0.000 compiler.py:7494(__init__)
        8    0.000    0.000    0.000    0.000 relationships.py:1567(_effective_sync_backref)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        7    0.000    0.000    0.000    0.000 {method 'close' of 'psycopg2.extensions.cursor' objects}
        9    0.000    0.000    0.000    0.000 weakref.py:133(__getitem__)
        3    0.000    0.000    0.000    0.000 construction.py:481(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        4    0.000    0.000    0.000    0.000 context.py:2750(_get_entity_clauses)
        1    0.000    0.000    0.000    0.000 client.py:429(flush)
        1    0.000    0.000    0.000    0.000 models.py:393(prepare_method)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        4    0.000    0.000    0.000    0.000 range.py:463(__iter__)
        1    0.000    0.000    0.000    0.000 parse.py:147(username)
        1    0.000    0.000    0.000    0.000 langhelpers.py:438(load)
        9    0.000    0.000    0.000    0.000 relationships.py:1948(_check_conflicts)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 selectable.py:4897(<genexpr>)
        4    0.000    0.000    0.000    0.000 cursor.py:389(<listcomp>)
        3    0.000    0.000    0.000    0.000 default.py:1525(<dictcomp>)
        3    0.000    0.000    0.000    0.000 identity.py:112(check_modified)
        2    0.000    0.000    0.000    0.000 extensions.py:156(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:55(using_string_dtype)
        3    0.000    0.000    0.000    0.000 result.py:289(<dictcomp>)
        3    0.000    0.000    0.000    0.000 loading.py:1569(for_context)
        9    0.000    0.000    0.000    0.000 relationships.py:1734(<genexpr>)
        2    0.000    0.000    0.000    0.000 identity.py:262(_fast_discard)
        6    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        3    0.000    0.000    0.000    0.000 cast.py:1472(<genexpr>)
       12    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
        1    0.000    0.000    0.000    0.000 socket.py:521(type)
        3    0.000    0.000    0.000    0.000 path_registry.py:177(__len__)
        6    0.000    0.000    0.000    0.000 query.py:427(_no_statement_condition)
        3    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        2    0.000    0.000    0.000    0.000 sessions.py:805(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        3    0.000    0.000    0.000    0.000 session.py:2691(get_bind)
        2    0.000    0.000    0.000    0.000 ssl.py:740(verify_mode)
       18    0.000    0.000    0.000    0.000 coercions.py:1294(_post_coercion)
       11    0.000    0.000    0.000    0.000 elements.py:4981(_from_objects)
        1    0.000    0.000    0.000    0.000 context.py:2392(_select_args)
        1    0.000    0.000    0.000    0.000 response.py:270(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 base.py:528(_still_open_and_dbapi_connection_is_valid)
        1    0.000    0.000    0.000    0.000 base.py:706(get_plugin_class)
       14    0.000    0.000    0.000    0.000 relationships.py:1967(cascade)
        1    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 clocks.py:30(now)
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       20    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 base.py:456(_engine_type)
        1    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        3    0.000    0.000    0.000    0.000 url.py:233(_assert_none_str)
        1    0.000    0.000    0.000    0.000 impl.py:183(_inc_overflow)
        5    0.000    0.000    0.000    0.000 sqltypes.py:187(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:922(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__len__)
        4    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        2    0.000    0.000    0.000    0.000 cast.py:1481(<genexpr>)
        3    0.000    0.000    0.000    0.000 managers.py:1837(__init__)
        3    0.000    0.000    0.000    0.000 result.py:442(_row_getter)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        2    0.000    0.000    0.000    0.000 annotation.py:106(<listcomp>)
        3    0.000    0.000    0.000    0.000 cursor.py:471(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cursor.py:569(<listcomp>)
        1    0.000    0.000    0.000    0.000 default.py:498(get_pool_class)
        1    0.000    0.000    0.000    0.000 identity.py:259(all_states)
        9    0.000    0.000    0.000    0.000 clsregistry.py:361(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1210(_encode_request)
        1    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 config.py:649(_get_deprecated_option)
        3    0.000    0.000    0.000    0.000 construction.py:755(_maybe_repeat)
        3    0.000    0.000    0.000    0.000 generic.py:363(attrs)
        1    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        3    0.000    0.000    0.000    0.000 _collections.py:518(_inc_counter)
        3    0.000    0.000    0.000    0.000 langhelpers.py:1444(asint)
       18    0.000    0.000    0.000    0.000 attr.py:549(for_modify)
        1    0.000    0.000    0.000    0.000 mapper.py:2538(iterate_properties)
        3    0.000    0.000    0.000    0.000 identity.py:219(get)
        3    0.000    0.000    0.000    0.000 identity.py:207(_add_unpresent)
        4    0.000    0.000    0.000    0.000 psycopg2.py:673(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:29(user_agent)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:516(__subclasshook__)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 path_registry.py:674(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:215(_init)
       13    0.000    0.000    0.000    0.000 visitors.py:144(__class_getitem__)
       10    0.000    0.000    0.000    0.000 elements.py:4989(_render_label_in_columns_clause)
        3    0.000    0.000    0.000    0.000 loading.py:184(<listcomp>)
        1    0.000    0.000    0.000    0.000 default.py:443(_bind_typing_render_casts)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 parse.py:911(urlencode)
        1    0.000    0.000    0.000    0.000 message.py:330(set_payload)
        2    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 ssl.py:632(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 base.py:1226(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:3080(_get_operator_dispatch)
        6    0.000    0.000    0.000    0.000 operators.py:2479(is_commutative)
        1    0.000    0.000    0.000    0.000 cursor.py:404(<dictcomp>)
        9    0.000    0.000    0.000    0.000 decl_api.py:1327(_set_depends_on)
        1    0.000    0.000    0.000    0.000 base.py:3540(<listcomp>)
        1    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        1    0.000    0.000    0.000    0.000 poolmanager.py:390(_merge_pool_kwargs)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1032(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 _parser.py:444(_uniq)
        1    0.000    0.000    0.000    0.000 context.py:2439(_adjust_for_extra_criteria)
        1    0.000    0.000    0.000    0.000 cursor.py:857(_indexes_for_keys)
        1    0.000    0.000    0.000    0.000 default.py:459(_supports_statement_cache)
        7    0.000    0.000    0.000    0.000 mapper.py:2642(_has_aliased_polymorphic_fromclause)
        3    0.000    0.000    0.000    0.000 mapper.py:3420(primary_mapper)
        9    0.000    0.000    0.000    0.000 relationships.py:2351(<genexpr>)
        3    0.000    0.000    0.000    0.000 query.py:1922(_filter_by_zero)
        1    0.000    0.000    0.000    0.000 hooks.py:22(dispatch_hook)
        3    0.000    0.000    0.000    0.000 hooks.py:16(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 common.py:1042(needs_i8_conversion)
        6    0.000    0.000    0.000    0.000 generic.py:405(flags)
        1    0.000    0.000    0.000    0.000 socket.py:489(_decref_socketios)
        1    0.000    0.000    0.000    0.000 ssl.py:622(options)
        1    0.000    0.000    0.000    0.000 base.py:346(__init__)
        2    0.000    0.000    0.000    0.000 base.py:1488(__getattr__)
        1    0.000    0.000    0.000    0.000 compiler.py:1394(<dictcomp>)
        3    0.000    0.000    0.000    0.000 default.py:1675(no_parameters)
        3    0.000    0.000    0.000    0.000 query.py:439(_no_limit_offset)
        1    0.000    0.000    0.000    0.000 response.py:737(<setcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:166(port)
       14    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 base.py:2689(_deactivate_from_connection)
        1    0.000    0.000    0.000    0.000 queue.py:228(_put)
        1    0.000    0.000    0.000    0.000 base.py:246(<listcomp>)
        9    0.000    0.000    0.000    0.000 relationships.py:1741(<genexpr>)
        1    0.000    0.000    0.000    0.000 session.py:1055(_iterate_self_and_parents)
        1    0.000    0.000    0.000    0.000 psycopg2.py:694(import_dbapi)
        2    0.000    0.000    0.000    0.000 response.py:429(retries)
        2    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.register_type}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 url.py:227(_assert_str)
        5    0.000    0.000    0.000    0.000 base.py:1094(_effective_plugin_target)
        1    0.000    0.000    0.000    0.000 compiler.py:4864(<listcomp>)
        8    0.000    0.000    0.000    0.000 elements.py:4584(description)
        1    0.000    0.000    0.000    0.000 selectable.py:4785(_column_naming_convention)
        3    0.000    0.000    0.000    0.000 result.py:1723(unique)
        9    0.000    0.000    0.000    0.000 mapper.py:885(_gen_cache_key)
        3    0.000    0.000    0.000    0.000 query.py:232(_propagate_attrs)
        1    0.000    0.000    0.000    0.000 client.py:1214(_validate_method)
        3    0.000    0.000    0.000    0.000 utils.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
        1    0.000    0.000    0.000    0.000 common.py:1444(_is_dtype_type)
        4    0.000    0.000    0.000    0.000 util.py:106(_trans_ctx_check)
        1    0.000    0.000    0.000    0.000 base.py:1183(__getattr__)
        5    0.000    0.000    0.000    0.000 traversals.py:778(visit_plain_dict)
        3    0.000    0.000    0.000    0.000 cursor.py:1066(soft_close)
        9    0.000    0.000    0.000    0.000 relationships.py:3135(<listcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1231(_validate_host)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1028(__enter__)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
        1    0.000    0.000    0.000    0.000 common.py:574(condition)
        3    0.000    0.000    0.000    0.000 managers.py:1940(_block)
        1    0.000    0.000    0.000    0.000 parse.py:184(_userinfo)
        5    0.000    0.000    0.000    0.000 base.py:563(connection)
        1    0.000    0.000    0.000    0.000 client.py:1223(_validate_path)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        2    0.000    0.000    0.000    0.000 response.py:369(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1290(_cookies_for_request)
        2    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 base.py:3313(_split_multihost_from_url)
       10    0.000    0.000    0.000    0.000 elements.py:1567(_select_iterable)
        1    0.000    0.000    0.000    0.000 selectable.py:5015(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:242(_str_dict)
        1    0.000    0.000    0.000    0.000 __init__.py:55(<lambda>)
        3    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:38(unicode_is_ascii)
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
        2    0.000    0.000    0.000    0.000 parse.py:412(_checknetloc)
        3    0.000    0.000    0.000    0.000 flags.py:55(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 base.py:1144(__init__)
        3    0.000    0.000    0.000    0.000 base.py:337(_de_clone)
       10    0.000    0.000    0.000    0.000 elements.py:5431(apply_map)
        8    0.000    0.000    0.000    0.000 type_api.py:451(result_processor)
        3    0.000    0.000    0.000    0.000 result.py:1668(_attributes)
        1    0.000    0.000    0.000    0.000 extensions.py:95(register_adapter)
        1    0.000    0.000    0.000    0.000 connection.py:355(proxy_is_forwarding)
        2    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        2    0.000    0.000    0.000    0.000 adapters.py:116(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        4    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        3    0.000    0.000    0.000    0.000 cast.py:1488(<genexpr>)
        5    0.000    0.000    0.000    0.000 traversals.py:763(visit_boolean)
        3    0.000    0.000    0.000    0.000 attributes.py:555(__get__)
        3    0.000    0.000    0.000    0.000 mapper.py:3156(entity_namespace)
        1    0.000    0.000    0.000    0.000 request.py:144(set_file_position)
        3    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.000    0.000 sessions.py:91(merge_hooks)
        1    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.new_type}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
        1    0.000    0.000    0.000    0.000 selectable.py:4913(_get_display_froms)
        1    0.000    0.000    0.000    0.000 ssl.py:728(verify_flags)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1982(only_once)
        1    0.000    0.000    0.000    0.000 compiler.py:968(__init__)
        3    0.000    0.000    0.000    0.000 cursor.py:1071(hard_close)
        3    0.000    0.000    0.000    0.000 <string>:1(set)
        2    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
